month,division,line,day_type,category,count
2024-03-01T00:00:00.000,B DIVISION,B,1,Stations and Structure,1
2024-03-01T00:00:00.000,B DIVISION,C,1,Signals,1
2024-03-01T00:00:00.000,B DIVISION,D,1,Signals,1
2024-03-01T00:00:00.000,B DIVISION,D,1,Subway Car,1
2024-03-01T00:00:00.000,B DIVISION,E,1,Signals,2
2024-03-01T00:00:00.000,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-03-01T00:00:00.000,B DIVISION,E,1,Subway Car,1
2024-03-01T00:00:00.000,B DIVISION,E,1,Stations and Structure,1
2024-03-01T00:00:00.000,B DIVISION,E,1,Track,1
2024-03-01T00:00:00.000,B DIVISION,F,1,Signals,1
2024-03-01T00:00:00.000,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
2024-03-01T00:00:00.000,B DIVISION,JZ,1,Signals,1
2024-03-01T00:00:00.000,B DIVISION,L,1,Track,1
2024-03-01T00:00:00.000,B DIVISION,M,1,Signals,1
2024-03-01T00:00:00.000,B DIVISION,M,2,Persons on Trackbed/Police/Medical,1
2024-03-01T00:00:00.000,B DIVISION,N,1,Signals,2
2024-03-01T00:00:00.000,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-03-01T00:00:00.000,B DIVISION,N,1,Subway Car,1
2024-03-01T00:00:00.000,B DIVISION,Q,1,Stations and Structure,1
2024-03-01T00:00:00.000,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2024-03-01T00:00:00.000,B DIVISION,Q,1,Signals,1
2024-03-01T00:00:00.000,B DIVISION,Q,1,Track,2
2024-02-01T00:00:00.000,A DIVISION,1,1,Other,1
2024-02-01T00:00:00.000,A DIVISION,1,2,Subway Car,1
2024-02-01T00:00:00.000,A DIVISION,2,1,Signals,1
2024-02-01T00:00:00.000,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,A DIVISION,2,1,Track,1
2024-02-01T00:00:00.000,A DIVISION,3,1,Signals,1
2024-02-01T00:00:00.000,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,A DIVISION,3,1,Track,1
2024-02-01T00:00:00.000,A DIVISION,4,2,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,A DIVISION,4,1,Track,1
2024-02-01T00:00:00.000,A DIVISION,5,1,Persons on Trackbed/Police/Medical,4
2024-02-01T00:00:00.000,A DIVISION,6,2,Stations and Structure,1
2024-02-01T00:00:00.000,A DIVISION,6,1,Signals,1
2024-02-01T00:00:00.000,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2024-02-01T00:00:00.000,A DIVISION,7,1,Track,2
2024-02-01T00:00:00.000,B DIVISION,A,2,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,B DIVISION,A,1,Signals,1
2024-02-01T00:00:00.000,B DIVISION,B,1,Signals,3
2024-02-01T00:00:00.000,B DIVISION,C,2,Subway Car,1
2024-02-01T00:00:00.000,B DIVISION,C,1,Persons on Trackbed/Police/Medical,2
2024-02-01T00:00:00.000,B DIVISION,D,1,Signals,1
2024-02-01T00:00:00.000,B DIVISION,D,1,Other,1
2024-02-01T00:00:00.000,B DIVISION,D,1,Track,1
2024-02-01T00:00:00.000,B DIVISION,E,1,Track,1
2024-02-01T00:00:00.000,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,B DIVISION,E,1,Stations and Structure,1
2024-02-01T00:00:00.000,B DIVISION,F,1,Stations and Structure,3
2024-02-01T00:00:00.000,B DIVISION,F,1,Track,1
2024-02-01T00:00:00.000,B DIVISION,F,1,Persons on Trackbed/Police/Medical,3
2024-02-01T00:00:00.000,B DIVISION,G,1,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,B DIVISION,L,1,Stations and Structure,1
2024-02-01T00:00:00.000,B DIVISION,L,2,Signals,1
2024-02-01T00:00:00.000,B DIVISION,N,1,Subway Car,2
2024-02-01T00:00:00.000,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,B DIVISION,N,1,Signals,3
2024-02-01T00:00:00.000,B DIVISION,Q,1,Track,1
2024-02-01T00:00:00.000,B DIVISION,R,2,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2024-02-01T00:00:00.000,B DIVISION,R,1,Signals,1
2024-02-01T00:00:00.000,B DIVISION,R,1,Stations and Structure,1
2024-02-01T00:00:00.000,B DIVISION,R,1,Subway Car,1
2024-01-01T00:00:00.000,A DIVISION,1,1,Subway Car,1
2024-01-01T00:00:00.000,A DIVISION,1,2,Other,2
2024-01-01T00:00:00.000,A DIVISION,1,1,Other,2
2024-01-01T00:00:00.000,A DIVISION,1,2,Signals,1
2024-01-01T00:00:00.000,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2024-01-01T00:00:00.000,A DIVISION,2,1,Track,1
2024-01-01T00:00:00.000,A DIVISION,2,1,Stations and Structure,1
2024-01-01T00:00:00.000,A DIVISION,2,1,Other,1
2024-01-01T00:00:00.000,A DIVISION,2,1,Persons on Trackbed/Police/Medical,5
2024-01-01T00:00:00.000,A DIVISION,2,1,Signals,1
2024-01-01T00:00:00.000,A DIVISION,2,1,Subway Car,1
2024-01-01T00:00:00.000,A DIVISION,3,1,Signals,1
2024-01-01T00:00:00.000,A DIVISION,3,1,Track,1
2024-01-01T00:00:00.000,A DIVISION,4,1,Signals,2
2024-01-01T00:00:00.000,A DIVISION,4,2,Track,1
2024-01-01T00:00:00.000,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
2024-01-01T00:00:00.000,A DIVISION,5,1,Track,1
2024-01-01T00:00:00.000,A DIVISION,6,1,Stations and Structure,1
2024-01-01T00:00:00.000,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2024-01-01T00:00:00.000,A DIVISION,7,1,Persons on Trackbed/Police/Medical,2
2024-01-01T00:00:00.000,A DIVISION,7,1,Signals,3
2024-01-01T00:00:00.000,A DIVISION,7,1,Subway Car,1
2024-01-01T00:00:00.000,A DIVISION,7,1,Track,1
2024-01-01T00:00:00.000,A DIVISION,S 42nd,1,Subway Car,1
2024-01-01T00:00:00.000,B DIVISION,A,1,Signals,1
2024-01-01T00:00:00.000,B DIVISION,B,1,Other,1
2024-01-01T00:00:00.000,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2024-01-01T00:00:00.000,B DIVISION,B,1,Track,1
2024-01-01T00:00:00.000,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2024-01-01T00:00:00.000,B DIVISION,D,1,Subway Car,1
2024-01-01T00:00:00.000,B DIVISION,D,1,Persons on Trackbed/Police/Medical,2
2024-01-01T00:00:00.000,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
2024-01-01T00:00:00.000,B DIVISION,E,1,Track,2
2024-01-01T00:00:00.000,B DIVISION,E,1,Signals,1
2024-01-01T00:00:00.000,B DIVISION,F,1,Other,1
2024-01-01T00:00:00.000,B DIVISION,F,1,Persons on Trackbed/Police/Medical,2
2024-01-01T00:00:00.000,B DIVISION,F,1,Signals,1
2024-01-01T00:00:00.000,B DIVISION,F,1,Track,2
2024-01-01T00:00:00.000,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2024-01-01T00:00:00.000,B DIVISION,L,1,Stations and Structure,1
2024-01-01T00:00:00.000,B DIVISION,L,1,Track,1
2024-01-01T00:00:00.000,B DIVISION,M,1,Signals,2
2024-01-01T00:00:00.000,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2024-01-01T00:00:00.000,B DIVISION,N,1,Signals,5
2024-01-01T00:00:00.000,B DIVISION,N,1,Track,2
2024-01-01T00:00:00.000,B DIVISION,N,2,Subway Car,1
2024-01-01T00:00:00.000,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,2
2024-01-01T00:00:00.000,B DIVISION,R,1,Track,1
2024-01-01T00:00:00.000,B DIVISION,R,2,Signals,1
2023-12-01T00:00:00.000,A DIVISION,1,1,Track,1
2023-12-01T00:00:00.000,A DIVISION,1,2,Other,1
2023-12-01T00:00:00.000,A DIVISION,2,2,Signals,1
2023-12-01T00:00:00.000,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,A DIVISION,2,1,Signals,1
2023-12-01T00:00:00.000,A DIVISION,2,1,Track,1
2023-12-01T00:00:00.000,A DIVISION,4,1,Signals,2
2023-12-01T00:00:00.000,A DIVISION,4,1,Other,2
2023-12-01T00:00:00.000,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-12-01T00:00:00.000,A DIVISION,4,2,Signals,1
2023-12-01T00:00:00.000,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,A DIVISION,5,1,Track,2
2023-12-01T00:00:00.000,A DIVISION,6,1,Persons on Trackbed/Police/Medical,5
2023-12-01T00:00:00.000,A DIVISION,6,1,Other,1
2023-12-01T00:00:00.000,A DIVISION,6,1,Signals,3
2023-12-01T00:00:00.000,A DIVISION,7,1,Stations and Structure,1
2023-12-01T00:00:00.000,A DIVISION,7,1,Persons on Trackbed/Police/Medical,3
2023-12-01T00:00:00.000,B DIVISION,A,2,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,B DIVISION,A,1,Signals,1
2023-12-01T00:00:00.000,B DIVISION,A,1,Persons on Trackbed/Police/Medical,3
2023-12-01T00:00:00.000,B DIVISION,C,1,Track,1
2023-12-01T00:00:00.000,B DIVISION,E,2,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,B DIVISION,E,1,Persons on Trackbed/Police/Medical,2
2023-12-01T00:00:00.000,B DIVISION,F,1,Other,1
2023-12-01T00:00:00.000,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,B DIVISION,JZ,1,Subway Car,1
2023-12-01T00:00:00.000,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,B DIVISION,L,2,Persons on Trackbed/Police/Medical,2
2023-12-01T00:00:00.000,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,B DIVISION,N,1,Signals,2
2023-12-01T00:00:00.000,B DIVISION,N,1,Other,1
2023-12-01T00:00:00.000,B DIVISION,N,1,Persons on Trackbed/Police/Medical,3
2023-12-01T00:00:00.000,B DIVISION,N,1,Track,1
2023-12-01T00:00:00.000,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,B DIVISION,R,1,Persons on Trackbed/Police/Medical,1
2023-12-01T00:00:00.000,B DIVISION,R,1,Signals,1
2023-12-01T00:00:00.000,B DIVISION,R,2,Subway Car,1
2023-11-01T00:00:00.000,A DIVISION,1,1,Other,1
2023-11-01T00:00:00.000,A DIVISION,2,2,Persons on Trackbed/Police/Medical,1
2023-11-01T00:00:00.000,A DIVISION,2,1,Other,1
2023-11-01T00:00:00.000,A DIVISION,2,1,Persons on Trackbed/Police/Medical,1
2023-11-01T00:00:00.000,A DIVISION,2,1,Signals,2
2023-11-01T00:00:00.000,A DIVISION,2,1,Subway Car,1
2023-11-01T00:00:00.000,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2023-11-01T00:00:00.000,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-11-01T00:00:00.000,A DIVISION,4,1,Signals,1
2023-11-01T00:00:00.000,A DIVISION,5,2,Persons on Trackbed/Police/Medical,1
2023-11-01T00:00:00.000,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-11-01T00:00:00.000,A DIVISION,6,1,Signals,2
2023-11-01T00:00:00.000,A DIVISION,7,1,Subway Car,1
2023-11-01T00:00:00.000,A DIVISION,7,1,Signals,3
2023-11-01T00:00:00.000,A DIVISION,7,1,Other,1
2023-11-01T00:00:00.000,B DIVISION,D,1,Subway Car,1
2023-11-01T00:00:00.000,B DIVISION,D,2,Persons on Trackbed/Police/Medical,1
2023-11-01T00:00:00.000,B DIVISION,E,1,Persons on Trackbed/Police/Medical,4
2023-11-01T00:00:00.000,B DIVISION,E,1,Track,1
2023-11-01T00:00:00.000,B DIVISION,F,1,Track,1
2023-11-01T00:00:00.000,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2023-11-01T00:00:00.000,B DIVISION,L,2,Subway Car,1
2023-11-01T00:00:00.000,B DIVISION,N,1,Persons on Trackbed/Police/Medical,1
2023-11-01T00:00:00.000,B DIVISION,N,1,Track,2
2023-11-01T00:00:00.000,B DIVISION,R,1,Track,1
2023-11-01T00:00:00.000,B DIVISION,R,1,Signals,1
2023-10-01T00:00:00.000,A DIVISION,1,2,Signals,1
2023-10-01T00:00:00.000,A DIVISION,1,1,Persons on Trackbed/Police/Medical,2
2023-10-01T00:00:00.000,A DIVISION,1,2,Subway Car,1
2023-10-01T00:00:00.000,A DIVISION,2,1,Stations and Structure,3
2023-10-01T00:00:00.000,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
2023-10-01T00:00:00.000,A DIVISION,2,1,Signals,1
2023-10-01T00:00:00.000,A DIVISION,2,1,Subway Car,1
2023-10-01T00:00:00.000,A DIVISION,3,1,Persons on Trackbed/Police/Medical,3
2023-10-01T00:00:00.000,A DIVISION,3,1,Signals,2
2023-10-01T00:00:00.000,A DIVISION,5,1,Persons on Trackbed/Police/Medical,2
2023-10-01T00:00:00.000,A DIVISION,5,1,Track,1
2023-10-01T00:00:00.000,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-10-01T00:00:00.000,A DIVISION,6,1,Subway Car,1
2023-10-01T00:00:00.000,A DIVISION,6,1,Stations and Structure,1
2023-10-01T00:00:00.000,A DIVISION,6,1,Signals,1
2023-10-01T00:00:00.000,A DIVISION,7,1,Persons on Trackbed/Police/Medical,1
2023-10-01T00:00:00.000,A DIVISION,7,2,Track,1
2023-10-01T00:00:00.000,A DIVISION,7,1,Subway Car,1
2023-10-01T00:00:00.000,A DIVISION,7,1,Stations and Structure,1
2023-10-01T00:00:00.000,B DIVISION,A,1,Subway Car,1
2023-10-01T00:00:00.000,B DIVISION,B,1,Other,1
2023-10-01T00:00:00.000,B DIVISION,D,1,Subway Car,1
2023-10-01T00:00:00.000,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2023-10-01T00:00:00.000,B DIVISION,D,2,Signals,1
2023-10-01T00:00:00.000,B DIVISION,E,1,Persons on Trackbed/Police/Medical,4
2023-10-01T00:00:00.000,B DIVISION,F,2,Signals,1
2023-10-01T00:00:00.000,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2023-10-01T00:00:00.000,B DIVISION,G,1,Other,1
2023-10-01T00:00:00.000,B DIVISION,JZ,1,Other,1
2023-10-01T00:00:00.000,B DIVISION,JZ,1,Stations and Structure,1
2023-10-01T00:00:00.000,B DIVISION,JZ,1,Persons on Trackbed/Police/Medical,1
2023-10-01T00:00:00.000,B DIVISION,N,1,Persons on Trackbed/Police/Medical,2
2023-10-01T00:00:00.000,B DIVISION,R,1,Signals,1
2023-10-01T00:00:00.000,B DIVISION,R,1,Track,1
2023-10-01T00:00:00.000,B DIVISION,R,2,Persons on Trackbed/Police/Medical,1
2023-10-01T00:00:00.000,B DIVISION,R,2,Signals,1
2023-09-01T00:00:00.000,A DIVISION,1,1,Signals,2
2023-09-01T00:00:00.000,A DIVISION,2,1,Signals,1
2023-09-01T00:00:00.000,A DIVISION,2,1,Other,1
2023-09-01T00:00:00.000,A DIVISION,2,2,Other,1
2023-09-01T00:00:00.000,A DIVISION,3,1,Persons on Trackbed/Police/Medical,1
2023-09-01T00:00:00.000,A DIVISION,3,1,Signals,1
2023-09-01T00:00:00.000,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-09-01T00:00:00.000,A DIVISION,4,1,Track,1
2023-09-01T00:00:00.000,A DIVISION,5,1,Other,1
2023-09-01T00:00:00.000,A DIVISION,6,1,Persons on Trackbed/Police/Medical,2
2023-09-01T00:00:00.000,A DIVISION,6,1,Track,2
2023-09-01T00:00:00.000,A DIVISION,6,1,Signals,1
2023-09-01T00:00:00.000,A DIVISION,7,1,Persons on Trackbed/Police/Medical,2
2023-09-01T00:00:00.000,A DIVISION,7,1,Subway Car,1
2023-09-01T00:00:00.000,B DIVISION,A,1,Persons on Trackbed/Police/Medical,2
2023-09-01T00:00:00.000,B DIVISION,B,1,Persons on Trackbed/Police/Medical,2
2023-09-01T00:00:00.000,B DIVISION,B,1,Track,1
2023-09-01T00:00:00.000,B DIVISION,C,1,Signals,1
2023-09-01T00:00:00.000,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2023-09-01T00:00:00.000,B DIVISION,D,2,Stations and Structure,1
2023-09-01T00:00:00.000,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2023-09-01T00:00:00.000,B DIVISION,D,1,Track,1
2023-09-01T00:00:00.000,B DIVISION,E,1,Stations and Structure,1
2023-09-01T00:00:00.000,B DIVISION,E,1,Track,3
2023-09-01T00:00:00.000,B DIVISION,E,1,Subway Car,1
2023-09-01T00:00:00.000,B DIVISION,E,1,Signals,2
2023-09-01T00:00:00.000,B DIVISION,F,1,Persons on Trackbed/Police/Medical,1
2023-09-01T00:00:00.000,B DIVISION,M,1,Subway Car,1
2023-09-01T00:00:00.000,B DIVISION,N,1,Track,1
2023-09-01T00:00:00.000,B DIVISION,N,1,Signals,1
2023-09-01T00:00:00.000,B DIVISION,N,1,Persons on Trackbed/Police/Medical,4
2023-09-01T00:00:00.000,B DIVISION,N,1,Subway Car,1
2023-09-01T00:00:00.000,B DIVISION,Q,1,Track,1
2023-09-01T00:00:00.000,B DIVISION,R,1,Track,2
2023-08-01T00:00:00.000,A DIVISION,1,1,Other,1
2023-08-01T00:00:00.000,A DIVISION,1,1,Stations and Structure,1
2023-08-01T00:00:00.000,A DIVISION,1,1,Persons on Trackbed/Police/Medical,1
2023-08-01T00:00:00.000,A DIVISION,2,1,Subway Car,1
2023-08-01T00:00:00.000,A DIVISION,2,1,Persons on Trackbed/Police/Medical,2
2023-08-01T00:00:00.000,A DIVISION,3,1,Other,1
2023-08-01T00:00:00.000,A DIVISION,3,2,Persons on Trackbed/Police/Medical,1
2023-08-01T00:00:00.000,A DIVISION,5,1,Signals,3
2023-08-01T00:00:00.000,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-08-01T00:00:00.000,A DIVISION,6,1,Signals,2
2023-08-01T00:00:00.000,A DIVISION,6,1,Track,1
2023-08-01T00:00:00.000,A DIVISION,7,1,Stations and Structure,1
2023-08-01T00:00:00.000,A DIVISION,7,1,Subway Car,1
2023-08-01T00:00:00.000,A DIVISION,7,1,Track,1
2023-08-01T00:00:00.000,B DIVISION,A,1,Signals,1
2023-08-01T00:00:00.000,B DIVISION,A,1,Stations and Structure,3
2023-08-01T00:00:00.000,B DIVISION,A,1,Persons on Trackbed/Police/Medical,1
2023-08-01T00:00:00.000,B DIVISION,C,1,Persons on Trackbed/Police/Medical,1
2023-08-01T00:00:00.000,B DIVISION,D,1,Signals,2
2023-08-01T00:00:00.000,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2023-08-01T00:00:00.000,B DIVISION,F,1,Track,1
2023-08-01T00:00:00.000,B DIVISION,F,1,Subway Car,1
2023-08-01T00:00:00.000,B DIVISION,F,1,Signals,1
2023-08-01T00:00:00.000,B DIVISION,L,1,Persons on Trackbed/Police/Medical,1
2023-08-01T00:00:00.000,B DIVISION,N,1,Stations and Structure,1
2023-08-01T00:00:00.000,B DIVISION,N,2,Stations and Structure,1
2023-08-01T00:00:00.000,B DIVISION,N,1,Subway Car,2
2023-08-01T00:00:00.000,B DIVISION,N,1,Signals,1
2023-08-01T00:00:00.000,B DIVISION,R,1,Persons on Trackbed/Police/Medical,2
2023-07-01T00:00:00.000,A DIVISION,1,1,Signals,2
2023-07-01T00:00:00.000,A DIVISION,2,1,Signals,3
2023-07-01T00:00:00.000,A DIVISION,2,1,Persons on Trackbed/Police/Medical,3
2023-07-01T00:00:00.000,A DIVISION,3,1,Signals,1
2023-07-01T00:00:00.000,A DIVISION,4,1,Persons on Trackbed/Police/Medical,2
2023-07-01T00:00:00.000,A DIVISION,4,1,Signals,2
2023-07-01T00:00:00.000,A DIVISION,5,1,Signals,1
2023-07-01T00:00:00.000,A DIVISION,6,1,Other,1
2023-07-01T00:00:00.000,A DIVISION,6,2,Subway Car,1
2023-07-01T00:00:00.000,A DIVISION,6,1,Signals,1
2023-07-01T00:00:00.000,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-07-01T00:00:00.000,A DIVISION,7,1,Track,2
2023-07-01T00:00:00.000,A DIVISION,7,1,Stations and Structure,1
2023-07-01T00:00:00.000,A DIVISION,7,1,Signals,1
2023-07-01T00:00:00.000,A DIVISION,7,2,Persons on Trackbed/Police/Medical,1
2023-07-01T00:00:00.000,A DIVISION,S 42nd,1,Subway Car,1
2023-07-01T00:00:00.000,B DIVISION,A,1,Signals,1
2023-07-01T00:00:00.000,B DIVISION,B,1,Persons on Trackbed/Police/Medical,1
2023-07-01T00:00:00.000,B DIVISION,D,1,Persons on Trackbed/Police/Medical,1
2023-07-01T00:00:00.000,B DIVISION,D,2,Signals,1
2023-07-01T00:00:00.000,B DIVISION,D,1,Track,1
2023-07-01T00:00:00.000,B DIVISION,D,1,Stations and Structure,1
2023-07-01T00:00:00.000,B DIVISION,E,2,Stations and Structure,1
2023-07-01T00:00:00.000,B DIVISION,E,1,Stations and Structure,1
2023-07-01T00:00:00.000,B DIVISION,E,1,Persons on Trackbed/Police/Medical,1
2023-07-01T00:00:00.000,B DIVISION,E,1,Other,1
2023-07-01T00:00:00.000,B DIVISION,E,1,Track,2
2023-07-01T00:00:00.000,B DIVISION,F,1,Track,1
2023-07-01T00:00:00.000,B DIVISION,F,1,Stations and Structure,1
2023-07-01T00:00:00.000,B DIVISION,F,1,Signals,2
2023-07-01T00:00:00.000,B DIVISION,F,1,Subway Car,1
2023-07-01T00:00:00.000,B DIVISION,G,2,Signals,1
2023-07-01T00:00:00.000,B DIVISION,L,2,Subway Car,1
2023-07-01T00:00:00.000,B DIVISION,M,1,Persons on Trackbed/Police/Medical,1
2023-07-01T00:00:00.000,B DIVISION,N,1,Signals,1
2023-07-01T00:00:00.000,B DIVISION,N,1,Track,2
2023-07-01T00:00:00.000,B DIVISION,N,1,Subway Car,2
2023-07-01T00:00:00.000,B DIVISION,N,1,Stations and Structure,1
2023-07-01T00:00:00.000,B DIVISION,Q,1,Persons on Trackbed/Police/Medical,1
2023-07-01T00:00:00.000,B DIVISION,R,1,Stations and Structure,1
2023-06-01T00:00:00.000,A DIVISION,1,1,Persons on Trackbed/Police/Medical,3
2023-06-01T00:00:00.000,A DIVISION,2,1,Subway Car,1
2023-06-01T00:00:00.000,A DIVISION,4,2,Signals,1
2023-06-01T00:00:00.000,A DIVISION,4,1,Persons on Trackbed/Police/Medical,1
2023-06-01T00:00:00.000,A DIVISION,5,1,Track,1
2023-06-01T00:00:00.000,A DIVISION,5,1,Persons on Trackbed/Police/Medical,1
2023-06-01T00:00:00.000,A DIVISION,5,1,Signals,1
2023-06-01T00:00:00.000,A DIVISION,6,1,Persons on Trackbed/Police/Medical,1
2023-06-01T00:00:00.000,A DIVISION,6,2,Signals,1
2023-06-01T00:00:00.000,A DIVISION,7,1,Track,1
